ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,Year,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Feature-20,Feature-21,Feature-22,Feature-23,Feature-24,Feature-25,Feature-26,Feature-27,Feature-28,Feature-29,Feature-30,Feature-31,Feature-32,Feature-33,Feature-34,Feature-35,Feature-36,Feature-37,Feature-38,Feature-39,Feature-40,Feature-41,Feature-42,Feature-43,Feature-44,Feature-45,Feature-46,Feature-47,Feature-48,Feature-49,Feature-50,Feature-51,Feature-52,Feature-53,Feature-54,Feature-55,Feature-56,Feature-57,Feature-58,Feature-59,Feature-60,Feature-61,Feature-62,Feature-63,Feature-64,Feature-65,Feature-66,Feature-67,Feature-68,Feature-69,Feature-70,Feature-71,Feature-72,Feature-73,Feature-74,Feature-75,Feature-76,Feature-77,Feature-78,Feature-79,Feature-80,Feature-81,Feature-82,Feature-83,Feature-84,Feature-85,Feature-86,Feature-87,Feature-88,Feature-89,Feature-90,Feature-91,Feature-92,Feature-93,Feature-94,Feature-95,Feature-96,Feature-97,Feature-98,Feature-99,Feature-100,Feature-101,Feature-102,Feature-103,Feature-104,Feature-105,Feature-106,Feature-107,Feature-108,Feature-109,Feature-110,Feature-111,Feature-112,Feature-113,Feature-114,Feature-115,Feature-116,Feature-117,Feature-118,Feature-119,Feature-120,Feature-121,Feature-122,Feature-123,Feature-124,Feature-125,Feature-126,Feature-127,Feature-128,Feature-129,Feature-130,Feature-131,Feature-132,Feature-133,Feature-134,Feature-135,Feature-136,Feature-137,Feature-138,Feature-139,Feature-140,Feature-141,Feature-142,Feature-143,Feature-144,Feature-145,Feature-146,Feature-147,Feature-148,Feature-149,Feature-150,Feature-151,Feature-152,Feature-153,Feature-154,Feature-155,Feature-156,Feature-157,Feature-158,Feature-159,Feature-160,Feature-161,Feature-162,Feature-163,Feature-164,Feature-165,Feature-166,Feature-167,Feature-168,Feature-169,Feature-170,Feature-171,Feature-172,Feature-173,Feature-174,Feature-175,Feature-176,Feature-177,Feature-178,Feature-179,Feature-180,Feature-181,Feature-182,Feature-183,Feature-184,Feature-185,Feature-186,Feature-187,Feature-188,Feature-189,Feature-190,Feature-191,Feature-192,Feature-193,Feature-194,Feature-195,Feature-196,Feature-197,Feature-198,Feature-199,Feature-200,bandgap
SnO2,0,FA0.85Cs0.15PbI3,one-step,spin,ethylacetate,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2023,17.33,0.15,0,0.85,0,1,0,1,0,0,15.841,6.303,25.505,10.562,14.761,-22.9,-20.774,-0.407,26.324,16.08,-24.626,-2.549,-3.987,-11.389,-13.782,2.809,-8.153,21.812,-11.539,24.228,14.77,5.902,0.857,8.873,20.43,-17.677,6.848,-22.701,-3.754,-18.742,4.548,-19.049,-17.597,24.777,24.812,1.166,23.828,-16.848,22.933,0.793,-4.273,5.523,12.057,7.107,-5.376,5.751,27.702,-22.047,6.287,14.465,-26.231,-18.674,8.72,2.589,-2.574,18.46,29.242,-16.297,-11.155,-8.501,-17.285,2.119,13.23,21.183,-23.011,7.832,-18.241,-25.015,17.779,-21.218,-27.717,-3.942,-16.231,-10.603,-22.077,21.417,9.315,11.115,-7.201,14.219,-0.681,-23.482,-19.578,19.528,-25.644,24.427,3.047,-14.332,27.421,25.832,-14.997,11.315,-6.367,16.892,5.137,24.87,-27.851,11.084,16.066,12.816,-20.787,6.507,-3.251,6.432,-27.341,0.956,-19.792,24.691,19.993,-0.753,-27.887,24.822,-15.165,-26.688,-24.688,-5.371,2.12,-13.404,-10.252,-4.334,-24.475,-10.406,22.944,23.594,0.27,-24.45,29.623,21.129,-14.589,-18.218,-5.859,-10.517,12.132,15.368,10.343,16.706,0.309,15.434,-7.659,10.511,5.513,-21.648,4.618,22.561,27.023,-28.305,5.802,-5.284,-17.158,-3.747,25.04,-20.805,23.496,16.486,-14.375,-11.687,15.123,10.191,19.719,5.29,-21.093,-9.542,-14.856,-11.998,27.203,14.506,-11.019,-16.267,-18.671,-25.706,11.378,-12.637,-21.405,-26.109,-12.308,0.039,15.708,2.736,-1.435,5.072,-22.404,-7.781,-1.183,-3.315,19.018,23.314,-19.741,4.741,25.547,23.187,14.479,17.696,10.492,-24.439,5.835,25.824,29.603,12.022,9.34,-20.438,8.14
PC61BM,C60,MAPbI3,one-step,spin2-3,toluene,DMF+NMP,PTAA,0,2023,17.34,0,1,0,0,1,0,1,0,0,21.236,14.498,19.122,5.083,6.258,-11.313,-9.87,22.51,-0.706,9.595,-4.065,-4.079,-18.482,15.934,-22.468,-8.302,-25.77,-25.789,3.676,-19.51,27.056,-18.439,0.169,-5.716,-18.339,-10.555,14.811,21.819,4.831,-27.756,-20.803,13.238,23.957,-11.939,-4.172,1.611,-27.642,-22.276,16.075,-11.892,-12.813,29.457,-6.419,-23.129,-25.636,-29.482,-22.744,15.564,-19.295,29.402,16.612,-25.879,28.818,15.698,26.16,-4.494,-22.035,5.556,14.557,-24.4,24.634,22.022,-24.732,1.486,-24.781,17.055,-21.311,2.801,-28.706,24.606,16.069,2.252,-10.808,12.331,-16.647,17.399,-5.36,-20.809,3.874,-15.075,14.554,26.776,-4.756,-14.345,-7.61,24.355,21.15,21.055,9.178,-19.361,10.4,-23.333,15.889,-7.838,28.187,16.373,23.206,24.142,-26.571,-8.663,29.991,27.668,-15.513,3.525,13.856,29.594,-3.919,-17.871,14.421,23.16,21.572,21.85,-9.511,-9.287,26.077,5.069,-21.785,26.802,-17.151,-25.372,-18.038,-4.766,15.37,-13.355,-7.784,-8.125,11.421,-14.776,-23.961,-28.259,26.583,2.687,-20.094,-14.854,13.364,18.222,1.81,-25.57,-17.869,-2.938,-7.209,-15.987,5.876,16.707,17.592,28.872,-16.527,-29.634,-7.368,-5.114,25.421,-26.194,-13.65,20.795,9.669,-28.058,15.432,-19.265,25.113,-14.082,18.267,18.834,-19.571,20.365,-6.494,-26.811,-23.472,-18.02,-11.671,8.248,15.078,0.711,-21.008,27.99,19.099,11.265,-20.219,3.045,29.185,-25.073,-3.617,29.956,1.771,28.789,-28.336,22.95,11.309,-13.577,-4.333,-21.212,-12.928,-11.032,-19.721,28.06,17.772,-24.335,15.709,-29.411,-2.681,-20.689,7.4
PC61BM,C60,MAPbI3,one-step,spin2-3,toluene,DMF+NMP,PTAA,0,2023,17.64,0,1,0,0,1,0,1,0,0,-28.492,10.068,6.349,4.554,3.421,5.274,13.654,-27.111,23.087,26.702,-24.307,-14.934,-23.819,13.349,-15.562,-4.118,-3.717,-15.331,11.301,12.197,25.388,-24.596,11.583,-4.104,-5.482,-0.892,26.656,11.785,21.269,-16.318,9.952,3.705,-0.97,-18.963,-28.678,-7.387,-24.647,-8.03,20.881,8.972,6.873,1.124,14.044,12.953,-18.199,-25.375,8.623,-27.936,-13.943,14.372,2.667,14.347,-7.606,-7.086,3.878,27.585,-22.557,23.859,-8.661,28.888,-16.423,-16.613,22.308,-28.052,-1.15,-17.906,-2.356,9.081,0.087,-16.965,-20.463,-18.835,19.367,19.579,10.749,18.713,18.101,-24.211,-5.484,-2.663,9.918,2.08,16.49,-11.18,-15.799,-10.37,-21.435,-5.661,20.767,-10.706,13.488,17.57,-28.965,8.296,-6.342,9.405,-10.789,2.975,-3.927,-25.976,-19.49,-1.521,12.903,-8.08,2.651,26.057,6.053,-25.348,21.16,17.349,2.843,-18.141,-28.512,-24.329,0.243,-11.588,12.754,-3.247,13.239,-19.725,0.757,22.209,-22.435,10.321,-8.304,-3.2,16.525,1.891,11.442,-19.942,14.354,-29.527,-21.396,16.274,-13.355,21.609,-0.008,18.761,-12.791,6.263,6.516,29.304,-23.448,-10.03,13.081,-11.725,8.737,7.853,16.596,-24.562,-14.25,-3.95,-8.027,-22.254,11.412,3.908,15.25,8.536,-5.198,2.633,9.385,26.564,24.593,29.991,-13.132,-15.916,23.979,17.894,5.834,10.963,3.005,8.523,-12.34,-5.187,-27.799,11.582,-25.539,27.806,-23.192,-0.218,20.236,-10.197,-13.762,-24.551,21.109,-20.057,-29.486,-9.47,-20.346,23.873,-0.244,15.442,-17.943,-18.096,-21.169,-9.005,-21.02,28.637,-29.49,-5.398,7.4
PC61BM,C60,MAPbI3,one-step,spin2-3,toluene,DMF+NMP,PTAA,0,2023,17.75,0,1,0,0,1,0,1,0,0,19.151,-3.245,-14.301,-16.063,10.672,-13.079,26.249,-21.104,9.377,-21.844,27.611,28.555,18.34,-8.774,13.981,22.79,-15.433,-14.663,-9.899,-17.542,-12.61,25.05,-0.975,-7.766,-8.445,-0.897,4.702,-4.85,15.624,-26.081,1.587,0.46,-19.321,-21.751,14.679,-13.834,22.659,-26.571,4.839,14.376,2.272,1.242,10.224,22.329,29.354,20.987,-16.943,-17.952,10.231,-29.995,9.029,-1.941,8.285,21.116,1.284,1.432,-17.811,-4.267,10.588,26.922,14.309,23.017,9.818,14.198,16.556,-11.174,-5.568,26.921,-28.525,27.542,-20.719,3.257,12.255,26.672,2.891,-11.646,26.438,15.88,17.897,22.794,-18.644,-29.371,4.565,-19.114,2.389,23.731,21.944,-23.601,-10.701,-22.145,-8.404,15.102,8.912,-24.816,28.936,-23.063,3.979,-26.621,-27.617,-5.951,-15.196,6.856,10.226,-14.799,-9.777,-1.725,-1.505,-21.552,29.858,19.764,17.133,-21.166,-19.652,2.389,-5.762,4.18,-20.209,-28.425,-16.139,-0.567,24.022,-16.451,-0.977,-12.578,25.895,26.588,29.5,5.79,4.099,21.038,-5.827,-16.318,27.578,23.708,20.488,20.816,13.772,28.841,11.693,16.832,-9.724,6.328,10.192,-28.564,23.496,-6.592,0.224,15.374,-24.908,-4.949,-10.641,-0.331,-3.157,26.024,-2.009,23.712,-25.58,-14.629,4.198,6.868,-14.851,22.172,19.327,11.371,4.509,15.314,-8.754,-1.501,2.616,-19.169,22,-26.617,-15.689,7.363,-28.805,0.525,-24.138,-13.744,14.209,23.102,-14.982,-21.488,17.336,19.021,-5.51,20.044,0.77,-22.894,6.033,-22.476,-21.598,5.274,-24.346,-6.95,14.377,-24.175,12.447,-26.52,14.274,7.312,7.4
PC61BM,C60,MAPbI3,one-step,spin2-3,toluene,DMF+NMP,PTAA,0,2023,17.97,0,1,0,0,1,0,1,0,0,27.137,-22.973,11.242,15.283,-19.872,24.17,24.111,16.603,-17.957,27.919,-9.311,13.092,5.855,-18.625,-22.671,-18.438,-9.884,8.069,-26.8,13.73,29.391,18.148,8.16,-13.245,-24.714,8.267,-19.285,-15.078,21.414,2.326,0.463,-13.293,-16.61,-27.408,1.948,-5.075,18.647,-28.285,-14.341,0.023,29.498,1.254,26.732,15.593,-22.392,4.927,-19.008,-19.527,-13.568,1.871,-13.825,5.741,9.996,-21.769,-2.809,11.117,25.05,13.499,-8.143,27.862,-24.299,-0.132,-25.02,-24.697,4.719,-10.705,27.547,-2.74,-24.632,-7.282,18.583,15.462,26.181,11.912,-25.825,17.712,26.694,4.292,11.401,10.834,5.196,-0.598,-9.311,-15.641,-27.947,16.187,-10.966,-5.475,-21.662,-8.39,-4.811,17.72,27.112,4.021,-18.885,-4.549,-6.369,-7.428,10.58,-23.784,-18.664,-6.822,-27.015,9.995,20.932,-0.721,15.092,7.644,11.196,24.816,-18.592,-23.376,29.034,-7.749,25.18,11.62,12.02,17.627,-8.832,23.699,-8.239,-18.782,20.249,-18.104,10.622,-3.16,6.194,18.713,9.809,21.354,4.017,20.063,0.095,18.961,-15.94,-29.215,-4.596,14.687,-12.766,-24.951,-20.832,-13.425,28.78,-23.419,-0.798,12.363,-28.681,-16.217,-7.693,-17.435,25.423,9.54,-27.971,12.936,14.413,28.174,13.979,-24.041,-21.6,-11.06,-26.46,17.327,12.295,0.622,-3.448,-10.837,0.134,-16.412,5.066,-0.869,29.901,-23.429,-24.519,0.119,-14.068,-4.184,6.751,12.024,-13.939,14.195,27.832,7.603,17.507,-4.682,2.296,26.941,7.986,24.25,-17.251,19.45,-9.009,-1.889,1.95,-10.852,0.127,4.666,-11.737,-28.503,-5.708,-23.653,7.4
PC61BM,C60,MAPbI3,one-step,spin2-3,toluene,DMF+NMP,PTAA,0,2023,18.16,0,1,0,0,1,0,1,0,0,-15.601,-24.636,-23.64,-0.564,9.301,1.966,5.548,-24.728,-22.832,-13.221,24.293,3.829,11.453,9.21,10.599,-24.039,-19.338,9.476,14.206,12.695,19.792,0.225,-22.734,-4.322,2.556,15.292,29.345,-28.382,29.438,-16.553,20.595,25.647,16.111,-6.839,7.244,-7.768,2.685,-5.258,22.106,15.084,3.227,-18.303,24.181,-28.271,26.247,29.14,-16.61,-27.804,8.008,-29.911,-0.828,10.281,-15.431,23.417,-28.164,-27.274,22.252,-13.273,-12.35,-6.722,13.483,-19.436,19.422,7.231,-27.409,-9.917,-17.712,-24.256,27.032,4.302,24.318,-29.855,-24.882,-11.738,-1.214,2.991,4.512,-21.432,-16.581,17.754,-13.438,17.949,10.008,-2.012,24.647,-11.973,-14.199,23.7,-19.489,-28.108,-10.811,-23.678,-3.761,16.576,-10.207,6.444,28.041,-13.64,7.397,-16.382,15.643,-27.619,-7.761,11.77,-26.734,-3.328,9.576,-23.816,8.422,21.083,7.26,-28.191,-17.466,15.909,14.16,-1.487,-4.329,23.54,-26.979,21.207,16.681,8.118,-16.29,8.789,-18.95,-12.808,-0.7,14.186,16.396,-7.436,-3.971,-20.556,13.429,-10.448,-2.804,6.722,-8.865,1.616,-22.762,-28.316,-29.567,-22.177,19.262,27.895,-28.146,-7.15,8.042,-25.187,-14.591,26.316,-25.42,-27.212,-6.155,-15.557,-16.498,-25.059,28.82,28.737,24.448,17.612,25.946,1.203,-5.983,-13.92,16.502,3.077,18.418,27.044,10.2,-13.317,-10.882,-13.375,28.214,-19.135,-7.369,-0.555,26.431,-23.113,-18.847,25.444,27.313,-7.009,26.992,5.91,-8.473,20.916,18.675,8.597,-27.112,-22.801,-0.363,-17.859,-8.17,-19.745,19.326,-20.475,4.582,23.385,12.632,1.407,7.4
PC61BM,C60,MAPbI3,one-step,spin2-3,toluene,DMF+NMP,PTAA,0,2023,18.23,0,1,0,0,1,0,1,0,0,9.669,24.768,-12.927,-8.751,-12.071,20.887,-8.976,17.074,-17.126,29.786,24.331,22.282,-28.616,1.294,-27.826,-20.727,-17.505,28.346,-1.336,21.069,8.209,-21.942,26.112,-21.425,-6.69,16.237,12.563,14.463,17.538,-20.643,-21.602,-17.671,14.056,10.355,8.295,-27.632,-14.393,11.442,14.585,13.291,-25.358,-15.127,9,10.012,-7.437,-11.713,-3.707,16.917,27.163,-21.92,21.324,-25.941,-12.558,5.487,-9.755,-22.668,-28.385,-6.439,-14.242,-22.135,1.756,-8.549,24.221,19.225,3.568,-17.768,14.862,-13.64,-17.165,-27.74,27.529,9.435,8.298,-22.313,-27.418,-11.078,18.501,24.576,-1.77,-11.347,6.715,-15.098,-20.189,-27.506,28.828,-5.61,3.997,-27.35,-18.334,-21.581,-17.413,-8.046,-7.204,14.066,-14.194,0.062,3.427,22.806,28.666,-14.236,-29.474,7.595,3.506,26.804,-7.459,-21.072,13.906,10.304,-5.329,19.696,27.026,-23.11,-13.563,-3.782,-3.549,-3.32,25.273,12.991,2.447,-5.968,19.826,-7.632,12.206,-14.422,-17.773,-20.788,-9.596,17.111,-8.585,-10.362,16.502,11.037,27.774,23.919,3.364,0.057,14.062,10.97,28.683,-15.771,8.908,-29.176,15.121,-25.713,-26.696,14.676,-29.471,-29.457,-29.045,29.24,10.484,-14.48,-5.252,11.313,14.988,-10.334,-11.744,24.28,26.136,-29.963,-25.522,-15.603,-25.876,-7.671,17.95,21.41,-8.686,16.648,23.347,-19.204,6.236,-26.031,18.783,0.071,-7.758,12.953,14.889,10.051,14.559,-8.845,12.754,15.796,0.371,-4.425,20.757,-25.204,16.954,-4.603,12.519,-4.068,5.512,-19.377,-3.842,-25.357,4.936,-23.822,5.79,11.327,-3.184,-18.432,7.4
b-TiO2,mp-TiO2,Cs0.17FA0.83Pb(I0.77Br0.23)3,one-step,spin2-3,diethylether,DMF+DMSO,PTAA,Li+TBP,2023,18.24,0.17,0,0.83,0,1,0,0.77,0.23,0,19.172,8.277,-3.819,3.907,-22.112,-28.476,-26.447,17.47,-12.713,-21.439,-2.242,0.832,-24.795,-23.791,26.901,-21.679,-22.837,21.097,-18.014,-24.089,-19.83,-20.285,-21.094,2.268,8.067,5.806,14.754,-25.252,-0.001,-1.667,9.659,-15.35,1.663,24.145,2.966,-15.823,2.931,3.52,-0.162,27.311,-25.088,-0.463,20.285,13.813,20.737,-6.412,3.434,16.125,-17.963,-2.633,20.021,3.412,-8.155,-25.987,-21.555,12.59,-29.992,17.031,17.226,-20.079,9.386,14.704,-20.248,-4.489,5.061,-10.613,2.683,26.387,19.399,22.387,6.124,-11.428,28.394,23.653,17.383,-12.085,-27.929,4.441,27.252,-11.212,24.023,-16.033,7.223,0.238,-14.775,-13.194,16.235,2.667,-25.053,28.415,-4.532,-19.466,25.951,6.478,0.269,-9.099,-4.37,-9.192,22.131,-18.638,-22.11,2.858,26.207,-4.954,-27.797,10.772,-2.065,11.019,7.079,-26.729,-19.202,-0.778,-17.66,6.689,-26.277,-27.209,-28.972,-17.75,-10.22,22.751,21.966,-5.569,-22.864,-25.794,-23.899,22.309,-16.401,8.688,-22.664,28.208,-19.309,-22.931,-2.547,-8.584,16.735,7.051,20.244,12.153,2.072,2.65,-3.504,-17.732,1.416,-22.947,-9.133,24.425,2.872,19.337,20.887,-5.617,14.543,14.186,14.56,16.682,9.533,-25.855,-7.398,16.807,-14.615,-15.429,-14.681,5.849,-2.754,5.592,21.509,-7.979,15.411,-9.702,2.003,-11.459,15.789,7.63,23.926,-18.643,-19.258,-20.716,-3.96,-29.574,-6.943,-13.655,13.906,-24.649,24.666,-25.287,-15.226,5.282,-2.976,4.818,28.608,20.925,5.394,2.426,-16.668,10.643,-9.484,11.856,-9.807,-9.29,25.787,2.515,10.04
PC61BM,C60,MAPbI3,one-step,spin2-3,toluene,DMF+NMP,PTAA,0,2023,18.34,0,1,0,0,1,0,1,0,0,3.517,23.26,2.435,-24.656,26.313,-24.32,-12.954,14.089,10.496,-24.231,20.565,-23.664,14.508,-13.814,-10.549,-0.831,-27.712,28.787,5.8,-19.045,19.936,29.366,0.764,-23.721,10.052,-19.283,16.32,-17.501,20.325,24.143,26.624,29.169,21.118,8.943,21.33,14.964,-16.307,15.428,-1,2.866,-11.834,-10.407,27.267,27.824,27.334,-26.282,-10.673,-7.09,28.042,-28.232,-12.537,-27.087,7.412,-20.664,19.092,-15.889,-20.645,29.6,9.507,13.506,-29.07,-19.559,15.597,10.736,28.931,-0.032,-4.336,6.414,-7.139,28.945,-11.059,-17.938,5.17,-3.251,8.666,25.542,22.064,-2.479,22.09,2.158,14.34,23.291,21.411,12.358,-9.684,-8.656,20.341,27.736,-11.721,18.637,23.387,27.668,5.786,16.744,-21.279,-12.989,15.689,-14.58,7.175,6.137,-10.969,-27.287,-3.059,-5.43,1.58,2.853,1.971,-18.97,10.387,-19.16,-24.533,-5.828,20.988,24.213,-28.722,25.686,-4.28,3.145,19.28,-6.86,-29.103,14.753,-25.538,10.162,10.675,-16.196,-8.383,-13.441,-12.911,-24.283,-8.741,-26.001,19.313,-24.247,-20.952,-16.198,0.328,16.551,-13.911,16.803,6.972,-14.943,8.903,16.681,19.765,4.037,-18.715,-6.129,-28.88,4.709,-13.521,-27.967,-23.999,1.381,-10.772,-7.143,-11.725,-8.318,5.583,26.006,-27.294,-18.94,-8.497,26.669,0.09,7.885,-0.941,-4.811,-7.138,24.018,-10.691,29.808,7.384,-6.456,-24.3,-21.986,-1.002,23.147,-20.948,13.568,7.149,-24.664,17.454,23.051,16.365,22.072,-0.84,-7.752,16.186,6.133,21.647,2.25,14.291,-0.741,-8.228,-21.286,-8.989,5.786,6.899,-5.642,7.4
PC61BM,C60,MAPbI3,one-step,spin2-3,toluene,DMF+NMP,PTAA,0,2023,18.34,0,1,0,0,1,0,1,0,0,-4.477,-14.481,-28.261,3.02,-4.925,-29.736,-19.713,-18.042,19.154,28.618,-9.062,22.721,1.065,25.936,15.606,-12.881,-16.903,-13.463,-6.311,5.586,15.213,-11.851,17.784,28.839,-17.876,-19.655,3.54,-9.495,-7.992,4.645,-9.475,14.719,-27.154,9.411,-19.225,13.717,24.756,8.58,28.074,19.669,10.325,-24.69,-23.294,-24.481,-13.157,28.81,-24.101,18.696,28.164,27.743,-13.727,-10.937,-13.777,19.766,4.23,27.172,28.628,-27.852,5.742,25.689,27.352,-11.432,25.608,-8.554,25.099,-22.249,10.549,2.282,-12.555,-24.507,9.377,-16.478,14.473,-19.539,10.055,-28.202,-10.855,-15.693,14.773,27.665,-21.67,9.158,3.615,27.87,18.023,-23.591,-9.408,4.008,-10.307,23.437,26.147,-17.145,0.591,13.456,-7.52,-21.744,-1.443,20.206,-12.656,10.24,-18.223,29.18,-12.336,20.244,12.005,21.443,-13.377,15.773,-18.463,-15.973,2.579,6.831,25.372,-2.439,16.397,-12.998,6.442,8.648,22.409,-27.275,5.138,-4.161,-10.038,-2.728,26.47,25.477,-22.293,-3.161,-6.563,-18.905,6.782,-22.745,-19.032,-14.579,26.379,-14.912,-6.651,4.637,24.279,10.869,-9.311,27.265,23.982,-24.391,-6.518,-14.364,18.289,-5.279,-9.222,1.592,-14.814,-8.488,15.549,-2.597,22.426,3.482,-22.689,12.374,-6.877,18.168,-24.09,24.479,19.203,-9.819,2.554,-7.677,-0.087,-21.316,-11.807,25.295,6.551,-16.309,-27.963,-4.036,11.204,26.998,28.681,-29.913,-10.264,18.651,13.214,-9.19,-25.282,19.955,13.649,-4.005,15.913,-27.411,-21.968,-13.672,29.521,-4.418,-24.134,16.211,-9.429,22.491,-2.228,-16.056,-20.081,-21.841,7.4
PC61BM,C60,MAPbI3,one-step,spin2-3,toluene,DMF+NMP,PTAA,0,2023,18.34,0,1,0,0,1,0,1,0,0,6.089,22.965,-23.365,12.389,5.653,-21.33,-1.323,22.24,28.317,9.605,27.988,-2.801,28.376,-20.831,19.69,10.062,-6.572,-17.1,-26.756,14.401,8.221,20.22,27.056,-2.263,19.474,-2.417,29.822,-7.137,19.829,-19.964,13.834,-4.014,-4.163,-2.776,-26.613,17.585,-1.566,25.327,18.847,18.811,12.322,22.561,-13.363,22.119,-8.632,-12.307,-4.535,-6.183,-20.062,26.494,14.602,10.977,-16.149,7.451,-18.421,-27.738,-23.792,2.779,-20.304,16.4,18.806,-1.458,3.75,-17.984,-22.915,-6.962,1.282,-19.421,-8.67,-23.009,14.019,27.37,-27.687,17.353,-28.094,19.834,1.693,-16.399,26.996,20.581,-5.695,26.096,-5.449,7.541,-10.426,2.004,28.975,22.33,-19.901,20.986,-23.474,-26.008,22.337,15.489,-24.088,-8.237,-8.26,-26.085,2.828,-7.266,-18.432,-7.953,-0.978,-29.015,-25.918,-0.954,-6.847,12.015,4.481,10.285,3.565,7.585,29.596,-8.74,-21.377,20.621,-4.357,-13.894,-21.311,6.506,-21.684,-23.103,-10.542,-17.993,-9.845,8.088,15.25,1.844,-18.838,28.866,4.665,4.332,-21.967,9.338,-19.768,27.051,-27.807,-11.745,19.734,22.328,28.853,14.538,19.552,29.43,-28.451,-26.132,-13.577,-24.726,-24.209,-9.699,-19.72,18.201,17.405,28.692,-8.589,27.927,20.451,-25.934,28.042,28.747,26.909,16.145,1.005,12.54,-24.991,27.155,6.562,7.426,16.242,-12.269,-22.835,1.304,2.478,25.045,-0.987,9.122,-21.843,9.018,-19.422,6.581,-28.553,3.058,-2.003,18.507,14.52,-10.198,14.772,-6.353,21.057,7.953,13.601,-22.097,-18.267,16.658,19.069,-27.62,-14.637,6.517,-29.049,-15.02,7.4
PC61BM,C60,MAPbI3,one-step,spin2-3,toluene,DMF+NMP,PTAA,0,2023,18.37,0,1,0,0,1,0,1,0,0,11.887,-14.821,-10.229,-3.919,11.767,-11.404,20.545,-11.818,26.296,-0.867,-18.251,-12.475,-13.685,0.597,-24.274,11.362,-14.358,6.526,-1.499,25.26,-21.055,15.633,2.603,29.271,16.317,20.852,-22.536,-17.033,20.407,-2.266,26.15,2.263,-26.679,21.118,-7.88,13.929,-24.575,7.832,-28.892,25.104,26.956,10.129,22.076,16.133,-6.389,29.55,-2.536,18.181,12.5,-7.809,28.384,14.826,-18.954,-5.425,3.853,-14.162,-2.648,-3.726,13.024,-15.233,0.01,10.582,-16.692,-16.623,6.801,-20.623,-8.111,0.947,-9.894,-9.824,16.265,22.458,-25.661,-16.964,10.62,15.666,14.894,-13.461,18.557,24.619,0.645,-10.876,23.622,-2.948,-26.279,-6.059,-0.951,-11.123,-18.541,9.307,-8.156,-21.365,2.785,23.226,4.932,0.346,7.997,-1.256,-24.013,14.147,-0.708,-23.93,-10.791,25.568,-26.997,-10.515,28.235,-13.03,25.563,20.026,-13.245,-19.726,9.434,28.855,-5.581,-4.285,-25.527,-15.669,-21.326,4.736,-2.491,29.639,-10.369,10.352,3.977,7.933,20.451,24.961,-12.636,-13.505,-28.79,-28.713,-18.902,-27.228,6.803,-27.264,-27.573,8.795,6.753,-21.202,6.344,-5.363,-0.88,16.284,11.321,-11.537,-0.365,-10.569,3.783,27.813,1.012,-7.696,19.4,28.449,-21.067,-29.475,11.028,27.098,-28.212,21.528,-23.109,26.771,-0.328,24.686,0.28,-10.66,-7.931,17.71,-0.112,21.225,29.975,6.102,26.697,15.632,-29.844,13.417,1.228,11.405,-15.741,-12.448,14.953,-20.966,-9.189,-28.049,-23.939,-4.994,-9.833,-8.458,9.852,-11.777,-29.65,23.947,-26.932,3.066,10.044,-4.366,-8.856,23.627,15.826,5.714,7.4
