ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,Year,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Feature-20,Feature-21,Feature-22,Feature-23,Feature-24,Feature-25,Feature-26,Feature-27,Feature-28,Feature-29,Feature-30,Feature-31,Feature-32,Feature-33,Feature-34,Feature-35,Feature-36,Feature-37,Feature-38,Feature-39,Feature-40,Feature-41,Feature-42,Feature-43,Feature-44,Feature-45,Feature-46,Feature-47,Feature-48,Feature-49,Feature-50,Feature-51,Feature-52,Feature-53,Feature-54,Feature-55,Feature-56,Feature-57,Feature-58,Feature-59,Feature-60,Feature-61,Feature-62,Feature-63,Feature-64,Feature-65,Feature-66,Feature-67,Feature-68,Feature-69,Feature-70,Feature-71,Feature-72,Feature-73,Feature-74,Feature-75,Feature-76,Feature-77,Feature-78,Feature-79,Feature-80,Feature-81,Feature-82,Feature-83,Feature-84,Feature-85,Feature-86,Feature-87,Feature-88,Feature-89,Feature-90,Feature-91,Feature-92,Feature-93,Feature-94,Feature-95,Feature-96,Feature-97,Feature-98,Feature-99,Feature-100,Feature-101,Feature-102,Feature-103,Feature-104,Feature-105,Feature-106,Feature-107,Feature-108,Feature-109,Feature-110,Feature-111,Feature-112,Feature-113,Feature-114,Feature-115,Feature-116,Feature-117,Feature-118,Feature-119,Feature-120,Feature-121,Feature-122,Feature-123,Feature-124,Feature-125,Feature-126,Feature-127,Feature-128,Feature-129,Feature-130,Feature-131,Feature-132,Feature-133,Feature-134,Feature-135,Feature-136,Feature-137,Feature-138,Feature-139,Feature-140,Feature-141,Feature-142,Feature-143,Feature-144,Feature-145,Feature-146,Feature-147,Feature-148,Feature-149,Feature-150,Feature-151,Feature-152,Feature-153,Feature-154,Feature-155,Feature-156,Feature-157,Feature-158,Feature-159,Feature-160,Feature-161,Feature-162,Feature-163,Feature-164,Feature-165,Feature-166,Feature-167,Feature-168,Feature-169,Feature-170,Feature-171,Feature-172,Feature-173,Feature-174,Feature-175,Feature-176,Feature-177,Feature-178,Feature-179,Feature-180,Feature-181,Feature-182,Feature-183,Feature-184,Feature-185,Feature-186,Feature-187,Feature-188,Feature-189,Feature-190,Feature-191,Feature-192,Feature-193,Feature-194,Feature-195,Feature-196,Feature-197,Feature-198,Feature-199,Feature-200,T95,test_type
C60,PCBM,MA0.4FA0.6Pb(I0.6CI0.4)3,one-step,spin,chlorobenzene,DMF+DMSO,MeO-2PACz,0,2022,19.04,0,0.4,0.6,0,1,0,0.6,0,0.4,-26.623,16.236,16.308,29.791,28.623,9.448,-10.133,0.43,17.994,8.096,10.699,-22.492,8.34,13.261,-5.021,5.285,18.017,27.089,-29.128,23.798,-8.848,-23.818,28.808,-29.942,-19.939,-29.834,-21.329,-10.704,17.857,-11.294,98.692,27.502,-2.991,-11.091,24.701,-26.725,-5.539,13.543,17.974,-25.382,10.349,-23.617,-11.295,-21.953,-10.397,28.378,-17.784,2.257,11.022,-6.088,26.362,-27.138,-19.852,-28.455,-15.416,14.007,-9.09,-12.265,19.699,-1.994,3.36,26.218,-10.016,-23.145,-28.072,27.799,9.365,-6.568,6.054,-4.077,-3.652,-4.209,22.953,-19.897,-3.869,-22.621,8.796,4.298,23.786,-0.472,-9.206,7.309,-10.433,27.925,-1.815,13.809,-14.124,17.102,13.981,15.065,-29.073,-4.531,-18.164,-7.968,-16.142,-27.023,9.669,7.999,-7.25,14.104,16.508,-6.567,-4.083,-25.091,-3.608,-17.602,-26.121,-0.376,3.245,13.903,5.628,-20.337,13.957,-9.993,16.772,15.693,-10.387,24.216,-26.738,-2.047,-24.071,-18.879,26.153,14.862,-16.364,20.44,-29.279,-7.154,-27.708,25.365,-3.832,0.344,26.999,-2.78,13.438,-1.688,-13.916,24.116,-0.434,14.337,-17.931,18.702,20.442,29.659,-19.343,11.926,26.273,-17.713,2.266,8.598,-15.163,16.75,-23.694,-0.141,-22.189,-11.859,24.208,-2.318,9.375,1.921,-21.683,-24.594,-25.361,27.678,-21.169,-6.794,17.925,14.327,0.556,-10.378,1.454,4.873,-20.26,1.461,13.563,-19.268,5.727,15.283,35.689,-25.526,18.128,-13.677,-1.986,-28.151,-9.973,4.309,-6.255,12.96,26.216,-2.952,-10.107,17.165,0.48,6.449,1.124,-5.411,-19.354,-11.773,-22.921,-9.346,8700,D-1
c-TiO2,m-TiO2,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2022,19.2,0,1,0,0,1,0,1,0,0,25.452,-27.352,28.185,-12.074,26.178,27.253,-8.344,21.974,8.56,8.459,19.882,-7.925,-9.313,10.114,-6.022,-6.854,-17.374,-13.596,22.282,-24.809,21.645,-19.297,25.269,17.85,-28.469,-4.119,22.299,7.531,26.483,-2.051,91.354,-6.971,14.32,6.064,-26.196,28.432,-4.517,-29.056,-11.358,-18.61,4.989,-17.856,26.118,-16.868,0.936,-3.419,-23.304,-22.494,0.566,-22.691,-15.967,6.016,0.231,19.497,-19.076,-10.866,-26.108,-18.779,-29.517,-14.798,-25.858,4.208,-8.819,11.11,-29.349,-24.209,-10.676,-11.828,20.957,-3.879,21.537,23.268,-21.791,-26.421,-16.284,-19.179,4.248,-28.862,11.948,19.014,29.394,24.885,16.734,3.738,-9.608,24.914,-20.131,25.43,-27.554,-28.941,-23.332,21.855,6.606,-20.427,2.399,-14.94,6.394,-16.385,-22.058,-4.004,-5.037,-4.803,12.987,-26.471,26.819,-4.715,-19.095,-2.548,9.389,-20.539,17.465,-23.981,26.475,2.125,3.998,24.542,-20.258,-9.406,-15.306,-14.443,24.743,25.661,-23.989,9.148,7.278,18.077,15.477,11.977,-25.825,-2.641,6.366,-2.236,4.76,-29.038,25.751,-8.275,-9.629,-18.447,5.758,-13.379,8.948,4.271,2.564,-21.122,-4.995,15.296,17.967,-28.836,-19.561,29.864,-2.856,1.946,1.25,-29.978,7.64,-8.974,-27.438,-19.731,-24.81,5.044,-0.979,-25.248,-0.099,-26.745,-3.438,7.44,15.172,-20.988,-23.293,-6.425,-2.957,-10.781,-8.542,10.014,8.462,22.532,5.066,3.724,25.628,-28.801,7.57,25.296,-3.415,0.628,-7.627,-17.905,-22.287,-16.662,4.383,24.082,-29.032,-16.61,-29.998,-26.655,13.511,23.097,-2.182,4.746,0.883,1.442,3.94,D-1
c-TiO2,m-TiO2,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2022,19.3,0,1,0,0,1,0,1,0,0,5.262,20.17,19.071,-3.327,-6.311,-10.189,20.07,-9.157,-6.845,7.246,11.354,5.056,16.128,-26.773,-1.113,27.327,-10.365,7.174,-14.157,28.95,-18.377,-16.077,-25.348,25.298,9.321,-10.102,11.32,-14.824,-23.572,17.491,102.238,-5.491,29.148,5.349,22.391,4.707,2.598,-24.208,-4.186,20.517,4.9,-19.874,3.472,-3.587,-19.232,24.898,-15.251,12.631,21.449,-18.561,-6.029,25.974,-15.19,14.802,-17.927,-23.957,-10.167,21.054,-9.596,-8.389,-25.561,-27.979,-24.97,12.23,7.418,-18.646,-20.57,-19.367,-5.827,29.348,-3.632,26.082,4.228,-1.561,-15.166,13.886,-13.313,-9.924,-16.107,21.626,26.779,-0.386,-29.609,19.038,26.932,-2.63,0.095,21.601,-6.513,26.381,28.601,9.535,16.728,23.666,-10.953,-11.583,13.39,9.37,24.65,-16.188,23.273,-27.725,7.228,13.443,-12.405,5.592,2.808,-4.924,-18.091,-2.954,-18.212,-19.59,9.989,-25.562,0.766,22.223,12.963,24.525,-6.297,11.296,-11.739,11.693,-9.99,-7.781,3.516,23.751,8.754,22.474,-23.453,19.452,-16.033,8.572,1.636,25.74,7.034,29.307,-2.232,17.588,-20.971,-15.21,0.835,-3.296,8.58,22,-12.124,-15.991,23.28,17.546,2.452,14.119,-1.125,0.849,1.266,19.903,-25.943,11.512,-28.429,25.958,-24.655,-24.739,11.508,-9.005,6.338,0.576,-20.061,25.273,19.536,-12.439,16.826,28.013,9.056,-26.162,2.265,-6.076,27.883,-27.389,28.724,-2.09,30.793,-7.992,-10.17,-12.488,-16.364,29.935,-27.791,25.213,0.014,16.831,0.754,24.608,16.384,12.604,9.669,6.069,12.559,24.716,-21.632,-22.253,10.605,1.098,3.94,D-1
c-TiO2,mp-TiO2,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2022,19.66,0.05,0.1,0.85,0,1,0,0.97,0.03,0,18.158,-5.654,1.742,8.816,26.33,-29.802,12.365,-4.202,11.584,-9.472,0.781,5.149,-7.126,12.074,-21.34,29.159,-22.522,-17.817,13.405,2.696,-26.797,-2.486,-13.684,-9.337,-17.187,-22.19,-17.339,6.224,-19.778,27.699,104.282,-20.557,-0.905,-2.915,-15.466,0.6,-22.933,-4.085,-12.061,16.757,4.983,22.067,16.061,19.013,23.632,-3.986,-26.553,0.857,9.526,-26.107,-29.54,-25.088,23.848,-9.651,-23.571,-28.82,-20.415,22.221,-0.731,3.313,11.271,-7.947,15.143,22.215,25.209,-18.506,-25.381,8.453,-9.14,8.878,7.475,23.178,17.194,19.504,2.244,8.007,-11.02,-16.454,-28.405,-26.803,-7.513,-29.041,-21.79,-19.442,4.67,10.695,-5.782,25.852,2.233,-28.886,-25.436,-5.229,-1.768,-23.732,-19.911,5.416,-4.441,17.682,19.188,18.952,-5.49,7.243,6.718,-0.066,9.068,1.3,24.744,25.32,18.065,-27.61,2.15,-13.798,25.685,13.713,27.739,-24.742,-26.669,-5.191,27.838,29.746,4.865,17.518,29.418,-1.515,23.995,-23.539,17.192,-16.674,24.471,-20.563,-8.759,-14.15,20.613,1.691,1.765,18.913,19.543,13.536,-5.842,-20.187,18.742,-13.904,-14.311,9.157,3.413,-5.838,-25.589,1.68,7.076,-4.48,29.058,-25.384,-2.955,7.976,4.891,-18.347,21.605,21.706,-23.816,-26.899,-16.33,29.575,11.887,-24.209,-20.418,-1.945,22.297,21.54,-2.015,-29.755,-29.826,-10.028,-14.003,-6.528,12.27,6.933,19.24,6.326,18.906,-17.598,22.304,0.447,8.549,-6.028,-6.792,23.272,2.686,19.046,-23.365,29.998,12.494,-20.656,-3.944,-15.365,-14.733,23.902,8.316,18.419,-12.502,4.932,43200,D-1
c-TiO2,mp-TiO2,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2022,19.66,0.05,0.1,0.85,0,1,0,0.97,0.03,0,18.158,-5.654,1.742,8.816,26.33,-29.802,12.365,-4.202,11.584,-9.472,0.781,5.149,-7.126,12.074,-21.34,29.159,-22.522,-17.817,13.405,2.696,-26.797,-2.486,-13.684,-9.337,-17.187,-22.19,-17.339,6.224,-19.778,27.699,104.282,-20.557,-0.905,-2.915,-15.466,0.6,-22.933,-4.085,-12.061,16.757,4.983,22.067,16.061,19.013,23.632,-3.986,-26.553,0.857,9.526,-26.107,-29.54,-25.088,23.848,-9.651,-23.571,-28.82,-20.415,22.221,-0.731,3.313,11.271,-7.947,15.143,22.215,25.209,-18.506,-25.381,8.453,-9.14,8.878,7.475,23.178,17.194,19.504,2.244,8.007,-11.02,-16.454,-28.405,-26.803,-7.513,-29.041,-21.79,-19.442,4.67,10.695,-5.782,25.852,2.233,-28.886,-25.436,-5.229,-1.768,-23.732,-19.911,5.416,-4.441,17.682,19.188,18.952,-5.49,7.243,6.718,-0.066,9.068,1.3,24.744,25.32,18.065,-27.61,2.15,-13.798,25.685,13.713,27.739,-24.742,-26.669,-5.191,27.838,29.746,4.865,17.518,29.418,-1.515,23.995,-23.539,17.192,-16.674,24.471,-20.563,-8.759,-14.15,20.613,1.691,1.765,18.913,19.543,13.536,-5.842,-20.187,18.742,-13.904,-14.311,9.157,3.413,-5.838,-25.589,1.68,7.076,-4.48,29.058,-25.384,-2.955,7.976,4.891,-18.347,21.605,21.706,-23.816,-26.899,-16.33,29.575,11.887,-24.209,-20.418,-1.945,22.297,21.54,-2.015,-29.755,-29.826,-10.028,-14.003,-6.528,12.27,6.933,19.24,6.326,18.906,-17.598,22.304,0.447,8.549,-6.028,-6.792,23.272,2.686,19.046,-23.365,29.998,12.494,-20.656,-3.944,-15.365,-14.733,23.902,8.316,18.419,-12.502,4.932,48960,D-1
C60,PCBM,MA0.4FA0.6Pb(I0.6CI0.4)3,one-step,spin,chlorobenzene,DMF+DMSO,MeO-2PACz,0,2022,19.66,0,0.4,0.6,0,1,0,0.6,0,0.4,-5.109,-4.411,3.737,3.93,-14.651,0.737,-28.273,-4.007,20.073,1.537,-21.252,4.105,14.353,24.943,16.451,18.464,-8.187,-12.393,1.608,3.705,-11.005,-21.749,-4.717,25.76,28.006,6.424,28.306,-11.851,-9.865,-8.235,99.212,-20.197,-25.446,-23.975,20.314,-25.023,-3.436,8.258,-26.571,18.408,14.774,27.913,-26.371,-18.963,-8.807,22.688,20.961,25.616,-10.577,-3.97,-13.411,21.794,4.914,0.608,-27.199,0.264,22.548,-21.691,-11.45,-16.632,24.222,4.929,28.586,1.741,5.759,24.926,-12.542,20.323,-7.744,13.447,19.113,-2.684,0.381,16.791,-17.315,15.053,24.183,24.339,19.696,-14.863,-3.43,22.153,-9.811,6.739,-4.115,5.399,22.96,-29.726,19.673,-7.131,-11.771,-0.436,13.026,-2.025,4.19,-18.624,-11.179,-25.902,-16.084,14.325,-26.601,-3.914,-7.587,-8.137,-0.735,-17.223,-24.064,-27.106,5.1,-22.116,-6.106,26.512,1.281,-20.141,-15.187,10.013,-15.873,-19.384,28.161,-4.384,18.691,-17.277,-1.731,17.575,-0.74,-25.217,14.987,21.488,12.401,3.578,19.561,10.584,0.916,5.118,-28.256,13.389,-15.974,1.046,14.226,24.511,21.818,11.674,-22.015,4.273,-19.443,25.771,-23.64,-5.869,-9.311,26.801,-14.016,27.207,24.303,23.47,27.243,-9.626,-10.889,8.729,15.164,-12.9,-7.76,-7.299,-21.913,2.495,16.443,28.273,-11.487,5.369,-17.226,-5.559,14.221,-23.112,1.603,12.434,2.666,6.077,-22.978,-12.58,-12.737,-25.5,-22.644,24.903,-0.787,-3.542,-18.079,19.511,19.221,2.095,-28.206,-9.315,-19.749,4.296,-7.971,5.139,10.908,-11.885,23.276,-20.034,-10.19,-27.375,8700,D-1
c-TiO2,mp-TiO2,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2022,20.04,0.05,0.1,0.85,0,1,0,0.97,0.03,0,-25.662,-7.986,18.794,3.864,4.945,-29.207,-2.792,4.903,-15.995,-13.9,15.444,-15.202,12.525,-21.752,26.619,-11.295,5.788,29.313,-8.24,22.848,12.284,-28.922,24.411,22.637,-12.287,27.388,-12.703,-9.112,17.511,16.117,88.523,-2.595,22.363,26.121,8.698,9.791,10.018,-9.044,-21.385,-25.48,-6.715,-0.373,12.851,-27.09,26.641,-16.707,-9.969,3.605,2.656,28.159,-12.118,21.145,8.101,-21.451,-10.55,-10.53,-3.205,22.83,-14.395,25.783,17.117,8.297,-13.737,18.353,-21.733,-19.361,13.96,1.155,0.111,-18.732,23.751,-27.904,17.924,8.069,16.118,11.815,-1.654,22.374,21.441,-11.889,-12.307,27.995,22.788,29.395,18.446,-5.496,12.544,-20.636,-24.153,9.793,-16.772,3.63,12.187,27,19.017,-11.28,-9.763,-4.495,-17.67,-14.863,-28.867,21.46,15.415,-2.424,-12.607,-14.67,-22.76,-4.071,18.39,-29.95,-3.615,11.46,-18.569,-27.571,3.595,-0.389,3.391,12.341,27.158,-7.951,4.873,9.068,-22.977,19.799,-27.56,28.333,22.193,-28.055,26.899,-8.053,9.464,14.424,22.555,7.461,-24.324,20.141,-28.951,0.48,29.743,-10.465,3.447,3.759,-24.91,-26.53,2.054,-15.277,23.535,7.259,11.21,23.959,-17.013,4.41,-4.945,14.456,7.551,23.521,-24.069,15.342,22.863,7.593,-16.78,-29.518,11.459,3.809,-23.334,13.304,27.305,-0.899,-10.862,-27.496,28.963,-17.002,-7.318,-10.232,27.67,-15.408,15.771,-17.648,-1.408,25.411,-27.494,-10.939,-9.99,-2.527,4.73,16.323,-3.036,21.89,-2.077,-15.347,3.15,24.362,-28.213,14.763,-5.181,-26.499,-17.401,-0.916,1.357,-24.448,43200,D-1
c-TiO2,mp-TiO2,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2022,20.04,0.05,0.1,0.85,0,1,0,0.97,0.03,0,-25.662,-7.986,18.794,3.864,4.945,-29.207,-2.792,4.903,-15.995,-13.9,15.444,-15.202,12.525,-21.752,26.619,-11.295,5.788,29.313,-8.24,22.848,12.284,-28.922,24.411,22.637,-12.287,27.388,-12.703,-9.112,17.511,16.117,88.523,-2.595,22.363,26.121,8.698,9.791,10.018,-9.044,-21.385,-25.48,-6.715,-0.373,12.851,-27.09,26.641,-16.707,-9.969,3.605,2.656,28.159,-12.118,21.145,8.101,-21.451,-10.55,-10.53,-3.205,22.83,-14.395,25.783,17.117,8.297,-13.737,18.353,-21.733,-19.361,13.96,1.155,0.111,-18.732,23.751,-27.904,17.924,8.069,16.118,11.815,-1.654,22.374,21.441,-11.889,-12.307,27.995,22.788,29.395,18.446,-5.496,12.544,-20.636,-24.153,9.793,-16.772,3.63,12.187,27,19.017,-11.28,-9.763,-4.495,-17.67,-14.863,-28.867,21.46,15.415,-2.424,-12.607,-14.67,-22.76,-4.071,18.39,-29.95,-3.615,11.46,-18.569,-27.571,3.595,-0.389,3.391,12.341,27.158,-7.951,4.873,9.068,-22.977,19.799,-27.56,28.333,22.193,-28.055,26.899,-8.053,9.464,14.424,22.555,7.461,-24.324,20.141,-28.951,0.48,29.743,-10.465,3.447,3.759,-24.91,-26.53,2.054,-15.277,23.535,7.259,11.21,23.959,-17.013,4.41,-4.945,14.456,7.551,23.521,-24.069,15.342,22.863,7.593,-16.78,-29.518,11.459,3.809,-23.334,13.304,27.305,-0.899,-10.862,-27.496,28.963,-17.002,-7.318,-10.232,27.67,-15.408,15.771,-17.648,-1.408,25.411,-27.494,-10.939,-9.99,-2.527,4.73,16.323,-3.036,21.89,-2.077,-15.347,3.15,24.362,-28.213,14.763,-5.181,-26.499,-17.401,-0.916,1.357,-24.448,48960,D-1
c-TiO2,m-TiO2,MAPbI3,one-step,others,chlorobenzene,DMSO+GBL,Spiro-OMeTAD,Li+TBP,2022,20.04,0,1,0,0,1,0,1,0,0,-23.83,16.045,28.694,-24.833,-11,9.778,-8.414,18.185,-10.096,8.56,-6.7,-8.987,-11.325,4.001,13.714,23.959,-4.816,-5.124,-9.087,5.371,-24.646,5.208,1.865,-20.268,-25.684,11.328,-2.053,-17.174,12.675,12.45,93.744,-1.515,-3.287,-4.246,0.512,7.009,17.363,-24.09,-7.667,1.396,16.682,-9.402,-1.364,-26.725,27.262,16.25,-6.241,-9.927,-9.976,-14.191,3.125,-4.736,-14.286,13.382,2.688,15.116,1.691,11.312,-10.675,-6.309,24.193,-15.571,-12.721,11.265,-0.657,28.245,22.673,-4.061,24.805,26.683,-29.457,16.16,20.776,2.464,-17.335,-14.369,-24.531,6.239,-2.905,14.665,1.165,21.022,19.723,-16.99,29.255,-26.68,-27.531,-2.964,10.506,2.647,-20.543,-7.435,-19.809,-20.232,26.409,11.799,16.911,8.6,-14.661,-15.166,-0.295,25.332,28.14,4.191,6.233,18.826,-0.976,10.91,22.481,-22.269,-11.297,5.292,15.329,21.409,7.756,29.262,13.963,-15.222,-5.214,28.896,-2.128,9.308,22.82,-3.654,-13.452,-2.004,-7.418,27.258,-26.058,-27.983,3.306,23.594,-18.221,26.456,25.972,17.027,-2.707,11.389,1.023,-19.058,-18.584,4.244,29.591,-19.207,-10.485,18.462,-20.288,-26.017,-27.349,-7.88,23.108,-21.304,5.037,9.389,0.522,-20.797,18.43,-22.542,-24.302,-14.791,24.926,2.524,-2.713,27.685,9.128,-2.456,28.896,-3.816,-13.241,9.954,-7.683,-19.752,-18.643,7.523,-17.875,28.291,19.149,25.641,-13.262,7.848,25.06,-13.652,0.743,16.475,29.957,25.664,25.821,-0.38,-22.41,-9.079,12.252,-5.292,3.572,-0.928,-1.981,11.814,-23.697,-9.252,24.444,5.672,3.94,D-1
c-TiO2,m-TiO2,MAPbI3,one-step,spin,chlorobenzene,DMSO+GBL,Spiro-OMeTAD,Li+TBP,2022,20.04,0,1,0,0,1,0,1,0,0,7.866,9.57,2.723,-28.409,-16.441,-7.523,20.724,29.142,-21.167,19.271,-17.289,-29.083,9.455,7.406,25.75,23.388,-1.383,16.315,7.628,-12.557,11.817,27.394,19.574,-0.731,-18.838,-29.588,7.142,4.23,11.92,-27.111,72.059,-9.299,22.458,2.393,3.244,-24.109,17.628,-16.678,-3.445,7.089,18.782,-20.494,22.054,-4.232,7.916,-8.117,-25.366,-23.392,17.573,29.576,-7.922,21.439,-4.088,-14.615,16.17,-26.871,-26.604,13.187,21.382,24.93,9.006,-6.201,11.898,-9.674,0.814,-19.923,10.7,4.98,16.035,16.178,9.081,13.604,24.06,26.022,-4.822,-25.88,10.172,16.666,2.468,-23.053,-10.492,-22.587,-8.983,-26.726,5.432,-25.286,26.268,-9.574,29.735,-27.257,-25.002,-12.087,12.97,-14.021,23.277,-13.797,16.002,17.93,-4.047,-9.716,-28.361,-22.503,-0.307,-3.099,21.394,23.443,27.861,13.462,12.828,-25.441,12.903,8.211,22.16,22.146,20.304,17.148,3.626,-7.695,0.714,-28.564,0.656,-21.817,-29.613,11.34,-6.299,26.676,22.684,-0.887,-18.784,-16.397,-17.607,-17.393,7.818,5.997,8.146,-28.158,25.063,-0.69,-23.418,-5.726,20.429,20.991,-6.417,2.687,9.358,9.226,-21.567,-10.499,-1.637,23.634,-29.942,-11.797,-9.757,0.747,20.961,-23.572,12.611,-28.587,4.959,22.451,-19.396,1.772,-4.213,9.328,10.209,0.566,-5.802,11.614,-12.352,19.746,-16.398,27.214,12.914,-24.079,11.094,19.997,-24.797,1.249,-40.008,-17.567,-1.345,-6.897,-21.634,3.347,-24.837,-8.829,-28.208,-14.09,-4.889,-21.542,-6.723,-20.609,-4.068,-16.214,-17.769,29.039,9.064,22.582,-20.26,-9.785,3.94,D-1
c-TiO2,m-TiO2,Cs0.05FA0.9MA0.05PbI3,one-step,spin,no,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2022,20.49,0.05,0.05,0.9,0,1,0,1,0,0,-0.592,4.505,-3.266,-19.541,17.496,27.576,-25.499,9.438,-29.249,3.021,23.781,21.758,3.421,-29.203,-18.935,25.567,15.867,-28.757,27.633,-4.854,9.991,-9.112,-6.925,-2.821,8.22,26.294,-13.842,-8.015,-17.391,-1.11,76.336,-21.21,-21.278,-10.786,16.882,22.875,-26.432,16.511,-0.984,-27.088,15.18,-6.275,12.987,-28.593,-19.592,17.8,25.979,-19.46,2.955,10.298,18.489,16.466,23.713,9.823,23.285,23.153,-16.009,-4.416,9.623,1.607,27.648,-20.476,27.455,-8.182,-0.516,29.356,11.119,-8.343,-3.186,-18.133,24.588,3.317,-24.54,-13.972,2.707,-5.241,17.942,-7.096,15.407,5.104,29.485,24.564,-1.824,18.88,0.854,-11.606,-25.153,-24.68,4.257,3.953,-8.377,-24.881,-5.836,-10.878,-14.771,21.642,6.33,-5.529,-5.731,7.539,-17.373,-10.789,14.331,3.248,-9.232,-21.476,-1.757,-8.578,-29.446,19.175,-8.458,11.274,11.588,-24.159,-1.687,-24.266,-22.103,1.682,5.615,19.113,14.481,-18.305,25.956,8.034,20.447,18.256,15.226,24.153,-4.54,20.464,25.3,-14.987,4.667,-7.528,-0.223,-0.572,19.538,23.681,24.111,23.55,-22.546,-19.469,-13.935,17.399,-24.456,25.082,25.827,14.402,-21.257,-7.911,11.512,6.614,-5.699,-11.066,-5.7,-16.511,13.172,-19.665,16.75,-3.404,27.409,4.449,-1.777,3.203,-8.555,6.528,6.346,-6.961,6.27,22.581,-4.881,29.591,-29.417,-18.736,-0.972,18.444,-15.247,2.198,-48.726,8.732,-1.3,-11.156,-23.861,-0.34,-5.583,19.599,29.116,-10.907,25.052,-3.9,12.475,20.957,-24.078,-12.615,17.321,-7.568,-0.473,14.206,-14.567,-14.285,3.94,D-1
c-TiO2,m-TiO2,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2022,20.9,0,1,0,0,1,0,1,0,0,-23.036,-22.441,13.946,15.532,-3.305,19.023,-8.028,-0.308,-7.157,21.087,-21.853,21.404,-8.266,29.699,18.604,-3.033,-13.954,-28.102,24.148,-11.287,-27.232,-16.875,-27.024,-21.696,2.191,-10.629,-26.062,1.293,-4.527,-14.61,81.449,27.171,19.036,-3.173,-21.772,24.07,3.83,-13.842,27.538,-27.701,22.194,-25.205,16.417,-29.264,24.668,-10.626,16.404,-22.912,2.202,-20.881,-27.252,-29.37,-8.677,2.43,-9.626,-26.731,-19.656,-19.442,12.355,-12.592,13.966,-19.174,-2.005,26.461,-13.807,-7.532,-14.219,-3.428,19.551,-4.113,-4.812,9.506,-17.725,-12.381,6.168,-2.525,4.275,7.025,20.58,-27.765,-28.505,5.898,21.206,-3.226,-9.535,8.264,0.104,-3.762,29.498,5.026,11.205,-21.651,-19.217,-6.433,20.59,-17.131,19.359,-4.438,2.595,6.604,-24.86,13.147,-1.689,-20.198,13.649,21.967,-13.122,16.54,17.612,-23.462,-24.567,-29.217,17.467,-17.34,-27.851,16.384,6.963,-19.542,-26.163,-17.61,-3.482,10.306,23.976,20.551,27.159,-12.519,-19.988,-22.414,2.236,-23.507,-10.146,8.551,13.823,24.793,21.074,16.753,26.477,-25.375,27.81,3.664,-26.318,20.478,3.857,-5.898,-3.809,-27.426,21.373,-13.612,-20.171,14.344,11.021,10.869,-24.854,8.437,-20.558,19.354,23.537,7.465,-8.077,-26.143,-2.291,26.414,2.499,-11.801,13.641,-0.821,-6.271,-17.825,21.61,-10.926,26.416,7.77,-23.676,16.165,17.341,-18.884,-13.982,21.92,-44.225,-8.815,24.004,-0.232,-28.74,-17.196,29.4,7.308,-7.19,-10.153,29.757,-9.041,-3.024,-14.608,28.539,-12.417,21.316,20.749,-7.734,4.499,25.808,9.838,3.94,D-1
